source,destination,amount,timestamp,channel,is_suspicious
ACC_N_138,ACC_N_471,3868.18,2026-03-18T13:18:44.628514,ACH,False
ACC_N_157,ACC_N_471,4141.43,2026-03-20T13:18:44.628514,ACH,False
ACC_N_199,ACC_N_471,3693.51,2026-03-15T04:18:44.628514,ACH,False
ACC_N_225,ACC_N_471,2479.53,2026-03-04T23:18:44.628514,ACH,False
ACC_N_364,ACC_N_471,2571.22,2026-03-16T16:18:44.628514,ACH,False
ACC_N_128,ACC_N_472,4371.03,2026-03-05T17:18:44.628514,ACH,False
ACC_N_109,ACC_N_473,1469.84,2026-03-25T03:18:44.628514,ACH,False
ACC_N_475,ACC_N_473,3627.82,2026-04-02T21:18:44.628514,ACH,False
ACC_N_28,ACC_N_474,1340.38,2026-03-10T21:18:44.628514,ACH,False
ACC_N_96,ACC_N_474,1547.43,2026-03-13T14:18:44.628514,ACH,False
ACC_N_330,ACC_N_474,4274.23,2026-03-19T08:18:44.628514,ACH,False
ACC_N_345,ACC_N_475,212.12,2026-04-01T11:18:44.628514,ACH,False
ACC_N_349,ACC_N_475,3081.49,2026-04-01T12:18:44.628514,ACH,False
ACC_N_56,ACC_N_477,3202.69,2026-03-12T04:18:44.628514,ACH,False
ACC_N_67,ACC_N_477,1160.62,2026-03-10T00:18:44.628514,ACH,False
ACC_N_437,ACC_N_477,3390.94,2026-03-05T16:18:44.628514,ACH,False
ACC_N_447,ACC_N_477,560.71,2026-03-24T05:18:44.628514,ACH,False
ACC_N_58,ACC_N_478,496.71,2026-04-02T13:18:44.628514,ACH,False
ACC_N_67,ACC_N_478,332.01,2026-03-05T05:18:44.628514,ACH,False
ACC_N_208,ACC_N_478,2999.51,2026-03-17T10:18:44.628514,ACH,False
ACC_N_238,ACC_N_478,3808.17,2026-03-12T12:18:44.628514,ACH,False
ACC_N_261,ACC_N_478,4185.18,2026-03-15T17:18:44.628514,ACH,False
ACC_N_437,ACC_N_478,4685.04,2026-03-07T15:18:44.628514,ACH,False
ACC_N_489,ACC_N_478,1034.06,2026-04-02T15:18:44.628514,ACH,False
ACC_N_214,ACC_N_479,3540.27,2026-04-01T11:18:44.628514,ACH,False
ACC_N_383,ACC_N_479,2960.74,2026-03-21T12:18:44.628514,ACH,False
ACC_N_1,ACC_N_479,2026.77,2026-03-22T04:18:44.628514,ACH,False
ACC_N_7,ACC_N_480,4674.29,2026-03-14T23:18:44.628514,ACH,False
ACC_N_159,ACC_N_480,2999.35,2026-03-07T16:18:44.628514,ACH,False
ACC_N_240,ACC_N_480,4701.46,2026-03-27T12:18:44.628514,ACH,False
ACC_N_294,ACC_N_480,3630.98,2026-03-14T09:18:44.628514,ACH,False
ACC_N_409,ACC_N_480,1088.33,2026-03-07T17:18:44.628514,ACH,False
ACC_N_52,ACC_N_481,549.08,2026-03-13T13:18:44.628514,ACH,False
ACC_N_237,ACC_N_481,4723.66,2026-03-28T12:18:44.628514,ACH,False
ACC_N_385,ACC_N_481,4526.07,2026-03-28T11:18:44.628514,ACH,False
ACC_N_35,ACC_N_482,2010.94,2026-03-08T02:18:44.628514,ACH,False
ACC_N_160,ACC_N_482,4918.97,2026-04-01T10:18:44.628514,ACH,False
ACC_N_231,ACC_N_482,1518.01,2026-03-17T17:18:44.628514,ACH,False
ACC_N_243,ACC_N_482,2205.91,2026-03-08T02:18:44.628514,ACH,False
ACC_N_493,ACC_N_483,4610.91,2026-03-13T16:18:44.628514,ACH,False
ACC_N_133,ACC_N_484,1163.0,2026-03-22T05:18:44.628514,ACH,False
ACC_N_249,ACC_N_484,4257.24,2026-04-01T17:18:44.628514,ACH,False
ACC_N_203,ACC_N_486,4703.68,2026-04-01T11:18:44.628514,ACH,False
ACC_N_385,ACC_N_486,2360.87,2026-03-19T10:18:44.628514,ACH,False
ACC_N_3,ACC_N_487,3673.08,2026-03-25T16:18:44.628514,ACH,False
ACC_N_209,ACC_N_487,3693.07,2026-03-12T09:18:44.628514,ACH,False
ACC_N_213,ACC_N_487,541.13,2026-03-11T02:18:44.628514,ACH,False
ACC_N_13293,ACC_N_487,7055.2,2026-04-03T15:50:56.018Z,Live,False
ACC_N_137,ACC_N_488,4759.85,2026-03-11T19:18:44.628514,ACH,False
ACC_N_466,ACC_N_488,1454.0,2026-03-18T13:18:44.628514,ACH,False
ACC_N_61,ACC_N_489,4510.89,2026-03-11T04:18:44.628514,ACH,False
ACC_N_367,ACC_N_489,3570.65,2026-03-14T15:18:44.628514,ACH,False
ACC_N_457,ACC_N_489,4636.01,2026-03-27T08:18:44.628514,ACH,False
ACC_N_213,ACC_N_490,1674.86,2026-03-06T21:18:44.628514,ACH,False
ACC_N_242,ACC_N_490,3798.61,2026-03-24T16:18:44.628514,ACH,False
ACC_N_309,ACC_N_490,1353.8,2026-03-24T03:18:44.628514,ACH,False
ACC_N_335,ACC_N_490,4396.29,2026-03-26T07:18:44.628514,ACH,False
ACC_N_419,ACC_N_490,4266.34,2026-03-08T06:18:44.628514,ACH,False
ACC_N_167,ACC_N_491,3299.09,2026-03-29T23:18:44.628514,ACH,False
ACC_N_399,ACC_N_491,404.05,2026-03-15T19:18:44.628514,ACH,False
ACC_N_244,ACC_N_492,2986.56,2026-03-15T00:18:44.628514,ACH,False
ACC_N_365,ACC_N_492,2778.08,2026-03-20T17:18:44.628514,ACH,False
ACC_N_304,ACC_N_493,3054.5,2026-03-16T10:18:44.628514,ACH,False
ACC_N_241,ACC_N_494,176.76,2026-04-02T19:18:44.628514,ACH,False
ACC_N_305,ACC_N_494,3413.81,2026-03-26T02:18:44.628514,ACH,False
ACC_N_396,ACC_N_494,4406.64,2026-03-31T03:18:44.628514,ACH,False
ACC_N_86,ACC_N_495,4443.2,2026-03-04T23:18:44.628514,ACH,False
ACC_N_271,ACC_N_495,3429.38,2026-03-25T14:18:44.628514,ACH,False
ACC_N_324,ACC_N_495,2412.97,2026-03-20T11:18:44.628514,ACH,False
ACC_N_413,ACC_N_495,3185.43,2026-03-20T18:18:44.628514,ACH,False
ACC_N_415,ACC_N_495,1851.19,2026-03-22T12:18:44.628514,ACH,False
ACC_N_487,ACC_N_495,403.02,2026-03-06T12:18:44.628514,ACH,False
ACC_N_107,ACC_N_496,2598.98,2026-03-10T05:18:44.628514,ACH,False
ACC_N_161,ACC_N_496,1432.49,2026-03-23T13:18:44.628514,ACH,False
ACC_N_90,ACC_N_497,1797.62,2026-03-11T16:18:44.628514,ACH,False
ACC_N_400,ACC_N_497,4753.13,2026-03-27T22:18:44.628514,ACH,False
ACC_N_46,ACC_N_499,2237.31,2026-03-20T00:18:44.628514,ACH,False
ACC_N_318,ACC_N_499,1259.81,2026-03-30T14:18:44.628514,ACH,False
ACC_N_13,ACC_N_500,2046.6,2026-03-20T06:18:44.628514,ACH,False
ACC_N_58,ACC_N_500,983.51,2026-03-16T07:18:44.628514,ACH,False
ACC_N_65,ACC_N_500,2893.44,2026-03-24T23:18:44.628514,ACH,False
ACC_N_328,ACC_N_500,1515.64,2026-03-12T03:18:44.628514,ACH,False
ACC_N_433,ACC_N_500,2013.23,2026-03-19T11:18:44.628514,ACH,False
ACC_LAYER_1,ACC_LAYER_2,450000.0,2026-03-09T20:18:44.628514,SWIFT,True
ACC_LAYER_2,ACC_LAYER_3,449500.0,2026-03-09T20:33:44.628514,SWIFT,True
ACC_LAY_B_1,ACC_LAY_B_2,220000.0,2026-03-16T20:18:44.628514,SWIFT,True
ACC_LAY_B_2,ACC_LAY_B_3,219500.0,2026-03-16T20:33:44.628514,SWIFT,True
ACC_LAY_C_1,ACC_LAY_C_2,850000.0,2026-03-22T20:18:44.628514,SWIFT,True
ACC_LAY_C_2,ACC_LAY_C_3,849500.0,2026-03-22T20:33:44.628514,SWIFT,True
ACC_ROUND_C,ACC_ROUND_A,249800.0,2026-03-15T00:18:44.628514,Wire,True
ACC_ROUND_A,ACC_ROUND_B,250000.0,2026-03-14T20:18:44.628514,Wire,True
ACC_ROUND_B,ACC_ROUND_C,249900.0,2026-03-14T22:18:44.628514,Wire,True
ACC_RND_B_C,ACC_RND_B_A,179800.0,2026-03-20T00:18:44.628514,Wire,True
ACC_RND_B_A,ACC_RND_B_B,180000.0,2026-03-19T20:18:44.628514,Wire,True
ACC_RND_B_B,ACC_RND_B_C,179900.0,2026-03-19T22:18:44.628514,Wire,True
ACC_RND_C_C,ACC_RND_C_A,54800.0,2026-03-27T00:18:44.628514,Wire,True
ACC_RND_C_A,ACC_RND_C_B,55000.0,2026-03-26T20:18:44.628514,Wire,True
ACC_RND_C_B,ACC_RND_C_C,54900.0,2026-03-26T22:18:44.628514,Wire,True
ACC_STRUCT_SRC,ACC_STRUCT_DST,9900.0,2026-03-24T20:18:44.628514,ACH,True
ACC_STRUCT_SRC,ACC_STRUCT_DST,9900.0,2026-03-24T21:18:44.628514,ACH,True
ACC_STRUCT_SRC,ACC_STRUCT_DST,9900.0,2026-03-24T22:18:44.628514,ACH,True
ACC_STRUCT_SRC,ACC_STRUCT_DST,9900.0,2026-03-24T23:18:44.628514,ACH,True
ACC_STRUCT_SRC,ACC_STRUCT_DST,9900.0,2026-03-25T00:18:44.628514,ACH,True
ACC_STR_B_SRC,ACC_STR_B_DST,9900.0,2026-03-29T20:18:44.628514,ACH,True
ACC_STR_B_SRC,ACC_STR_B_DST,9900.0,2026-03-29T21:18:44.628514,ACH,True
ACC_STR_B_SRC,ACC_STR_B_DST,9900.0,2026-03-29T22:18:44.628514,ACH,True
ACC_STR_B_SRC,ACC_STR_B_DST,9900.0,2026-03-29T23:18:44.628514,ACH,True
ACC_STR_B_SRC,ACC_STR_B_DST,9900.0,2026-03-30T00:18:44.628514,ACH,True
ACC_STR_B_SRC,ACC_STR_B_DST,9900.0,2026-03-30T01:18:44.628514,ACH,True
ACC_STR_C_SRC,ACC_STR_C_DST,9900.0,2026-04-01T20:18:44.628514,ACH,True
ACC_STR_C_SRC,ACC_STR_C_DST,9900.0,2026-04-01T21:18:44.628514,ACH,True
ACC_STR_C_SRC,ACC_STR_C_DST,9900.0,2026-04-01T22:18:44.628514,ACH,True
ACC_STR_C_SRC,ACC_STR_C_DST,9900.0,2026-04-01T23:18:44.628514,ACH,True
ACC_N_66308,ACC_N_625,5508.65,2026-04-03T14:51:04.135Z,Live,False
ACC_N_91424,ACC_N_89499,8196.98,2026-04-03T14:51:06.454Z,Live,False
ACC_N_90409,ACC_N_98466,867.15,2026-04-03T14:51:07.921Z,Live,False
ACC_N_73694,ACC_N_70841,4246.58,2026-04-03T14:51:09.721Z,Live,True
ACC_N_41929,ACC_N_69278,7935.92,2026-04-03T14:51:11.773Z,Live,False
ACC_N_90806,ACC_N_66554,3407.0,2026-04-03T14:51:12.477Z,Live,False
ACC_N_19989,ACC_N_46240,1895.34,2026-04-03T14:51:14.902Z,Live,False
ACC_N_41755,ACC_N_67822,3815.6,2026-04-03T14:51:17.326Z,Live,False
ACC_N_30466,ACC_N_64888,3435.38,2026-04-03T14:51:24.041Z,Live,False
ACC_N_31210,ACC_N_6268,889.66,2026-04-03T14:51:24.657Z,Live,False
ACC_N_51438,ACC_N_80709,5037.84,2026-04-03T14:51:28.858Z,Live,False
ACC_N_32648,ACC_N_11461,6653.52,2026-04-03T14:51:31.131Z,Live,False
ACC_N_14910,ACC_N_7752,3697.76,2026-04-03T14:51:32.085Z,Live,False
ACC_N_60139,ACC_N_58589,147.42,2026-04-03T14:51:33.69Z,Live,False
ACC_N_75272,ACC_N_65164,1500.93,2026-04-03T14:51:35.049Z,Live,False
ACC_N_11292,ACC_N_63417,8909.21,2026-04-03T14:51:37.245Z,Live,False
ACC_N_45301,ACC_N_83109,6095.5,2026-04-03T14:51:39.269Z,Live,False
ACC_N_14350,ACC_N_41825,4825.13,2026-04-03T14:51:40.493Z,Live,False
ACC_N_34412,ACC_N_45385,4882.84,2026-04-03T14:51:41.696Z,Live,False
ACC_N_13167,ACC_N_44408,1385.58,2026-04-03T14:51:44.108Z,Live,False
ACC_N_19412,ACC_N_82488,9307.57,2026-04-03T14:51:45.277Z,Live,False
ACC_N_6688,ACC_N_19953,291.72,2026-04-03T14:51:47.358Z,Live,False
ACC_N_52272,ACC_N_75266,4799.72,2026-04-03T14:51:48.685Z,Live,False
ACC_N_8685,ACC_N_8552,6500.43,2026-04-03T14:51:49.832Z,Live,True
ACC_N_74210,ACC_N_14196,7848.44,2026-04-03T14:51:51.308Z,Live,False
ACC_N_6391,ACC_N_34723,5074.61,2026-04-03T14:51:52.17Z,Live,False
ACC_N_94871,ACC_N_8426,5231.34,2026-04-03T14:51:53.754Z,Live,False
ACC_N_4962,ACC_N_49560,3894.95,2026-04-03T14:51:55.529Z,Live,False
ACC_N_85082,ACC_N_24076,9641.9,2026-04-03T14:51:57.691Z,Live,True
ACC_N_10613,ACC_N_88274,5078.51,2026-04-03T14:51:59.861Z,Live,False
ACC_N_94388,ACC_N_48197,986.99,2026-04-03T14:52:02.337Z,Live,True
ACC_N_22385,ACC_N_34876,9562.88,2026-04-03T14:52:02.886Z,Live,False
ACC_N_5559,ACC_N_54020,7101.64,2026-04-03T14:52:04.687Z,Live,False
ACC_N_72557,ACC_N_85745,2495.82,2026-04-03T14:52:05.8Z,Live,False
ACC_N_59927,ACC_N_71566,8725.22,2026-04-03T14:52:08.317Z,Live,True
ACC_N_35761,ACC_N_85303,7943.92,2026-04-03T14:52:12.28Z,Live,True
ACC_N_81919,ACC_N_79317,9510.59,2026-04-03T14:52:13.283Z,Live,False
ACC_N_89262,ACC_N_74859,8722.06,2026-04-03T14:52:14.131Z,Live,False
ACC_N_73782,ACC_N_2728,5371.42,2026-04-03T14:52:15.927Z,Live,True
ACC_N_54345,ACC_N_64687,433.62,2026-04-03T14:52:17.77Z,Live,False
ACC_N_50555,ACC_N_13637,9219.83,2026-04-03T14:52:20.102Z,Live,True
ACC_N_64149,ACC_N_59199,7286.28,2026-04-03T14:52:21.003Z,Live,False
ACC_N_96159,ACC_N_89144,6489.88,2026-04-03T14:52:22.453Z,Live,True
ACC_N_42301,ACC_N_25563,4555.17,2026-04-03T14:52:23.368Z,Live,False
ACC_N_90855,ACC_N_69162,7063.41,2026-04-03T14:52:23.933Z,Live,False
ACC_N_34485,ACC_N_22844,9348.83,2026-04-03T14:52:26.157Z,Live,False
ACC_N_51968,ACC_N_76651,7023.56,2026-04-03T14:52:27.689Z,Live,False
ACC_N_10606,ACC_N_59928,4848.53,2026-04-03T14:52:28.742Z,Live,False
ACC_N_61152,ACC_N_84327,2362.39,2026-04-03T14:52:31.212Z,Live,False
ACC_N_39627,ACC_N_43687,9638.71,2026-04-03T14:52:33.722Z,Live,False
ACC_N_20720,ACC_N_83735,9265.8,2026-04-03T14:52:36.081Z,Live,True
ACC_N_52707,ACC_N_68434,870.64,2026-04-03T14:52:36.627Z,Live,False
ACC_N_58793,ACC_N_92457,173.06,2026-04-03T14:52:38.888Z,Live,True
ACC_N_115,ACC_N_1,1070.38,2026-03-15T01:18:44.628514,ACH,False
ACC_N_164,ACC_N_1,1208.72,2026-03-20T08:18:44.628514,ACH,False
ACC_N_438,ACC_N_1,2948.21,2026-03-21T08:18:44.628514,ACH,False
ACC_N_34,ACC_N_2,3751.25,2026-03-11T07:18:44.628514,ACH,False
ACC_N_195,ACC_N_2,2817.08,2026-03-18T17:18:44.628514,ACH,False
ACC_N_324,ACC_N_2,3085.54,2026-03-18T04:18:44.628514,ACH,False
ACC_N_53242,ACC_N_36310,5454.42,2026-04-03T14:52:39.823Z,Live,False
ACC_N_62942,ACC_N_40359,2633.25,2026-04-03T14:52:42.14Z,Live,False
ACC_N_40307,ACC_N_69476,7031.61,2026-04-03T14:52:44.424Z,Live,False
ACC_N_59755,ACC_N_14492,7142.76,2026-04-03T14:52:46.408Z,Live,False
ACC_N_5010,ACC_N_58380,3335.15,2026-04-03T14:52:48.837Z,Live,False
ACC_N_71944,ACC_N_14137,1729.72,2026-04-03T14:52:50.915Z,Live,False
ACC_N_92393,ACC_N_29466,4553.84,2026-04-03T14:52:53.128Z,Live,False
ACC_N_271,ACC_N_23528,1865.7,2026-04-03T14:52:55.332Z,Live,False
ACC_N_92612,ACC_N_26105,7314.17,2026-04-03T14:52:56.876Z,Live,False
ACC_N_76916,ACC_N_86728,4358.65,2026-04-03T14:52:58.796Z,Live,False
ACC_N_9446,ACC_N_79451,2458.09,2026-04-03T14:52:59.631Z,Live,False
ACC_N_56965,ACC_N_65559,433.97,2026-04-03T14:53:01.139Z,Live,True
ACC_N_42661,ACC_N_3628,4966.94,2026-04-03T14:53:02.662Z,Live,False
ACC_N_42300,ACC_N_65471,1930.08,2026-04-03T14:53:04.207Z,Live,False
ACC_N_22863,ACC_N_30878,4761.83,2026-04-03T14:53:05.326Z,Live,False
ACC_N_24238,ACC_N_85982,6427.98,2026-04-03T14:53:06.049Z,Live,False
ACC_N_83761,ACC_N_70007,5992.89,2026-04-03T14:53:08.546Z,Live,False
ACC_N_174,ACC_N_27469,1788.31,2026-04-03T14:53:10.66Z,Live,False
ACC_N_99384,ACC_N_3597,8427.48,2026-04-03T14:53:11.878Z,Live,False
ACC_N_61826,ACC_N_42582,8058.86,2026-04-03T14:53:13.122Z,Live,False
ACC_N_89952,ACC_N_21165,2708.85,2026-04-03T14:53:15.542Z,Live,False
ACC_N_31130,ACC_N_49330,9790.47,2026-04-03T14:53:17.302Z,Live,False
ACC_N_8706,ACC_N_55023,3286.83,2026-04-03T14:53:19.242Z,Live,False
ACC_N_5734,ACC_N_80760,191.75,2026-04-03T14:53:21.573Z,Live,False
ACC_N_90131,ACC_N_25782,2375.76,2026-04-03T14:53:23.554Z,Live,False
ACC_N_1705,ACC_N_97942,6373.7,2026-04-03T14:53:25.307Z,Live,True
ACC_N_44696,ACC_N_99833,5123.2,2026-04-03T14:53:26.218Z,Live,False
ACC_N_34312,ACC_N_42046,8170.62,2026-04-03T14:53:28.311Z,Live,False
ACC_N_4802,ACC_N_42046,8347.09,2026-04-03T15:24:39.354Z,Live,False
ACC_N_86751,ACC_N_73710,6155.42,2026-04-03T15:19:15.579Z,Live,False
ACC_N_64221,ACC_N_21044,2256.67,2026-04-03T15:19:17.669Z,Live,False
ACC_N_10962,ACC_N_56613,125.28,2026-04-03T15:19:20.175Z,Live,False
ACC_N_68926,ACC_N_34546,7442.6,2026-04-03T15:19:22.442Z,Live,True
ACC_N_67474,ACC_N_93151,4251.83,2026-04-03T15:19:24.554Z,Live,False
ACC_N_73611,ACC_N_5067,3414.44,2026-04-03T15:19:25.529Z,Live,False
ACC_N_73026,ACC_N_89150,8306.08,2026-04-03T15:19:26.816Z,Live,False
ACC_N_33243,ACC_N_59174,124.26,2026-04-03T15:19:28.517Z,Live,False
ACC_N_38042,ACC_N_35380,4302.49,2026-04-03T15:19:31.432Z,Live,False
ACC_N_58967,ACC_N_20300,9633.31,2026-04-03T15:19:32.845Z,Live,True
ACC_N_34546,ACC_N_19114,5832.74,2026-04-03T15:19:33.582Z,Live,False
ACC_N_4109,ACC_N_97162,8404.95,2026-04-03T15:19:34.611Z,Live,False
ACC_N_97453,ACC_N_39146,9304.72,2026-04-03T15:19:36.641Z,Live,False
ACC_N_55048,ACC_N_41016,5962.67,2026-04-03T15:19:37.296Z,Live,False
ACC_N_72938,ACC_N_36082,4831.25,2026-04-03T15:19:38.034Z,Live,False
ACC_N_14131,ACC_N_40117,2109.01,2026-04-03T15:19:40.343Z,Live,False
ACC_N_51356,ACC_N_5428,5383.96,2026-04-03T15:19:41.427Z,Live,False
ACC_N_74561,ACC_N_59808,3734.7,2026-04-03T15:19:42.565Z,Live,False
ACC_N_63193,ACC_N_15069,3408.02,2026-04-03T15:19:44.887Z,Live,False
ACC_N_63005,ACC_N_54788,5169.77,2026-04-03T15:19:45.569Z,Live,False
ACC_N_81164,ACC_N_68947,2646.59,2026-04-03T15:19:47.622Z,Live,False
ACC_N_3271,ACC_N_4295,8624.08,2026-04-03T15:19:48.414Z,Live,False
ACC_N_57434,ACC_N_42018,3450.8,2026-04-03T15:19:49.821Z,Live,False
ACC_N_46406,ACC_N_87089,5538.88,2026-04-03T15:19:51.094Z,Live,False
ACC_N_13801,ACC_N_70224,1817.69,2026-04-03T15:19:52.254Z,Live,False
ACC_N_8853,ACC_N_32937,1357.67,2026-04-03T15:19:54.012Z,Live,False
ACC_N_32878,ACC_N_5723,2578.07,2026-04-03T15:19:54.661Z,Live,False
ACC_N_93631,ACC_N_44850,8106.12,2026-04-03T15:19:57.202Z,Live,False
ACC_N_81965,ACC_N_92466,7883.91,2026-04-03T15:19:57.828Z,Live,False
ACC_N_41370,ACC_N_32535,9317.17,2026-04-03T15:20:00.073Z,Live,False
ACC_N_4208,ACC_N_55239,3527.74,2026-04-03T15:20:01.749Z,Live,True
ACC_N_99479,ACC_N_9636,6082.82,2026-04-03T15:20:02.369Z,Live,True
ACC_N_78047,ACC_N_11213,2167.34,2026-04-03T15:20:04.146Z,Live,False
ACC_N_4750,ACC_N_78378,4380.74,2026-04-03T15:20:05.872Z,Live,False
ACC_N_61808,ACC_N_96253,5889.79,2026-04-03T15:20:07.223Z,Live,True
ACC_N_25573,ACC_N_48272,4231.38,2026-04-03T15:20:09.196Z,Live,True
ACC_N_3837,ACC_N_57628,8690.27,2026-04-03T15:20:11.257Z,Live,False
ACC_N_15165,ACC_N_10798,4628.45,2026-04-03T15:20:13.266Z,Live,False
ACC_N_94809,ACC_N_12970,3493.87,2026-04-03T15:20:14.102Z,Live,False
ACC_N_26395,ACC_N_88571,7090.52,2026-04-03T15:20:14.984Z,Live,False
ACC_N_33679,ACC_N_26526,6024.17,2026-04-03T15:20:17.261Z,Live,True
ACC_N_24990,ACC_N_96018,1172.74,2026-04-03T15:20:17.841Z,Live,False
ACC_N_45382,ACC_N_95635,5083.87,2026-04-03T15:20:18.471Z,Live,False
ACC_N_98608,ACC_N_2727,3218.48,2026-04-03T15:20:19.393Z,Live,True
ACC_N_62142,ACC_N_88644,8289.08,2026-04-03T15:20:20.682Z,Live,False
ACC_N_9452,ACC_N_72264,6870.33,2026-04-03T15:20:22.706Z,Live,False
ACC_N_53539,ACC_N_28323,1774.87,2026-04-03T15:20:23.949Z,Live,False
ACC_N_96006,ACC_N_5763,2218.25,2026-04-03T15:20:25.408Z,Live,True
ACC_N_26974,ACC_N_57898,7686.99,2026-04-03T15:20:26.036Z,Live,True
ACC_N_26000,ACC_N_47589,1987.01,2026-04-03T15:20:28.432Z,Live,False
ACC_N_17503,ACC_N_87950,5177.36,2026-04-03T15:20:29.354Z,Live,True
ACC_N_37604,ACC_N_85414,7255.51,2026-04-03T15:20:30.11Z,Live,False
ACC_N_81486,ACC_N_93853,7621.6,2026-04-03T15:20:31.206Z,Live,False
ACC_N_43593,ACC_N_58955,9003.91,2026-04-03T15:20:32.76Z,Live,False
ACC_N_41803,ACC_N_86471,8982.31,2026-04-03T15:20:35.038Z,Live,False
ACC_N_93993,ACC_N_73653,1839.33,2026-04-03T15:20:37.39Z,Live,False
ACC_N_76514,ACC_N_80376,9004.44,2026-04-03T15:20:38.635Z,Live,False
ACC_N_89736,ACC_N_15561,6907.6,2026-04-03T15:20:39.621Z,Live,False
ACC_N_70001,ACC_N_99453,3187.23,2026-04-03T15:20:41.2Z,Live,False
ACC_N_39795,ACC_N_41183,5973.84,2026-04-03T15:20:42.319Z,Live,False
ACC_N_15871,ACC_N_82403,7834.94,2026-04-03T15:20:44.52Z,Live,False
ACC_N_10576,ACC_N_51777,6988.07,2026-04-03T15:20:46.585Z,Live,False
ACC_N_79195,ACC_N_93832,9698.23,2026-04-03T15:20:48.96Z,Live,False
ACC_N_90252,ACC_N_52868,5553.61,2026-04-03T15:20:50.393Z,Live,False
ACC_N_11574,ACC_N_41759,5627.79,2026-04-03T15:20:52.682Z,Live,False
ACC_N_13272,ACC_N_39110,1967.61,2026-04-03T15:20:54.985Z,Live,False
ACC_N_7113,ACC_N_67428,2874.97,2026-04-03T15:20:55.667Z,Live,False
ACC_N_35030,ACC_N_52938,4424.58,2026-04-03T15:20:57.058Z,Live,False
ACC_N_1884,ACC_N_69994,5572.2,2026-04-03T15:20:57.691Z,Live,False
ACC_N_44137,ACC_N_24089,8406.58,2026-04-03T15:20:59.542Z,Live,False
ACC_N_35128,ACC_N_76646,609.09,2026-04-03T15:21:00.387Z,Live,False
ACC_N_82283,ACC_N_25908,9839.02,2026-04-03T15:21:01.103Z,Live,True
ACC_N_81572,ACC_N_81401,8536.68,2026-04-03T15:21:01.928Z,Live,False
ACC_N_62979,ACC_N_72406,1512.93,2026-04-03T15:21:03.349Z,Live,False
ACC_N_3017,ACC_N_17904,1669.16,2026-04-03T15:21:04.432Z,Live,False
ACC_N_87819,ACC_N_20665,6532.13,2026-04-03T15:21:05.878Z,Live,False
ACC_N_39181,ACC_N_80623,8788.6,2026-04-03T15:21:06.976Z,Live,False
ACC_N_55774,ACC_N_5362,9298.08,2026-04-03T15:21:08.57Z,Live,False
ACC_N_75464,ACC_N_53017,3600.97,2026-04-03T15:21:10.149Z,Live,False
ACC_N_50319,ACC_N_2942,1772.67,2026-04-03T15:21:12.252Z,Live,False
ACC_N_98907,ACC_N_87857,4285.88,2026-04-03T15:21:13.919Z,Live,False
ACC_N_61261,ACC_N_84862,1240.73,2026-04-03T15:21:15.796Z,Live,True
ACC_N_45879,ACC_N_39118,2418.2,2026-04-03T15:21:18.295Z,Live,False
ACC_N_79277,ACC_N_66384,6734.96,2026-04-03T15:21:20.304Z,Live,False
ACC_N_7418,ACC_N_1979,869.72,2026-04-03T15:21:22.42Z,Live,False
ACC_N_60083,ACC_N_5679,5918.6,2026-04-03T21:23:40.758271,Live,True
ACC_N_5679,ACC_N_17221,7727.81,2026-04-03T15:21:24.299Z,Live,False
ACC_N_9846,ACC_N_68344,5697.21,2026-04-03T15:21:25.413Z,Live,False
ACC_N_14145,ACC_N_20010,665.08,2026-04-03T15:21:26.778Z,Live,False
ACC_N_79187,ACC_N_19360,1898.49,2026-04-03T15:21:27.326Z,Live,False
ACC_N_15093,ACC_N_38890,4777.86,2026-04-03T15:21:28.137Z,Live,False
ACC_N_8144,ACC_N_81427,6943.34,2026-04-03T15:21:30.402Z,Live,False
ACC_N_36732,ACC_N_56080,5113.81,2026-04-03T15:21:31.452Z,Live,False
ACC_N_42679,ACC_N_63133,3388.11,2026-04-03T15:21:32.668Z,Live,False
ACC_N_89689,ACC_N_24351,9119.96,2026-04-03T15:21:34.005Z,Live,False
ACC_N_4847,ACC_N_31340,5498.99,2026-04-03T15:21:35.139Z,Live,False
ACC_N_47536,ACC_N_53984,9236.09,2026-04-03T15:21:37.289Z,Live,False
ACC_N_8579,ACC_N_32781,1037.54,2026-04-03T15:21:39.025Z,Live,False
ACC_N_41341,ACC_N_49312,4095.38,2026-04-03T15:21:40.155Z,Live,False
ACC_N_82001,ACC_N_34650,1709.18,2026-04-03T15:21:41.187Z,Live,True
ACC_N_94139,ACC_N_54628,7360.16,2026-04-03T15:21:42.457Z,Live,False
ACC_N_63341,ACC_N_93311,1955.55,2026-04-03T15:21:44.102Z,Live,False
ACC_N_5848,ACC_N_30682,2280.39,2026-04-03T15:21:46.454Z,Live,False
ACC_N_7054,ACC_N_31085,3536.38,2026-04-03T15:21:47.752Z,Live,False
ACC_N_8598,ACC_N_11423,5569.93,2026-04-03T15:21:50.184Z,Live,False
ACC_N_91496,ACC_N_35759,4122.81,2026-04-03T15:21:50.721Z,Live,False
ACC_N_65418,ACC_N_57142,1389.81,2026-04-03T15:21:51.435Z,Live,True
ACC_N_54617,ACC_N_2319,7980.71,2026-04-03T15:21:53.023Z,Live,False
ACC_N_94762,ACC_N_69320,2067.34,2026-04-03T15:21:54.031Z,Live,False
